Latitude,Longitude,mean_fa_ratio,num_build50
40.64673764,-73.95123356,1.213484222273485,19
40.64687652,-73.94615437,0.727678136694217,11
40.64737,-73.9454,0.950669277588904,16
40.64741,-73.9482,1.0488577730594169,30
40.647446,-73.951205,1.2743508197129936,24
40.64758829,-73.95222494,0.7922303049621445,13
40.64832903,-73.94548179,1.0035043468389035,11
40.64848868,-73.94342851,0.5229949588544176,3
40.648527,-73.949243,0.9463275043226516,15
40.64861313,-73.94457516,0.0949351992839432,1
40.64869836,-73.94552128,1.0267551646599342,11
40.648891,-73.951522,0.7496373341821297,12
40.64889194,-73.94751593,0.8134962787664254,17
40.64908,-73.946,0.9800113634743203,21
40.64924,-73.952411,,8
40.649445,-73.949319,1.1519307966910484,23
40.64961763,-73.94840363,0.7964219122281294,21
40.64984064,-73.94761578,1.0315866809512373,31
40.64995585,-73.94459138,1.1633296181135906,24
40.65007,-73.9465,0.8177439248225571,18
40.65045429,-73.94558261,1.0600585349181304,27
40.650811,-73.951265,0.6209807702846668,16
40.65088128,-73.94927738,0.8721257173796522,16
40.65105,-73.9433,0.906848673159465,9
40.65109959,-73.94516269,0.7043080687678479,18
40.651322,-73.9476297,0.8217981937578159,25
40.65156205,-73.94777782,0.8042127498182322,22
40.65162016,-73.95201341,0.9840897220755705,13
40.65176939,-73.94914407,0.6997587456922952,10
40.65177,-73.945735,1.0250776387685556,21
40.65224,-73.9469,0.8719765792172942,17
40.65242,-73.9449,1.0177171785825159,28
40.65263184,-73.95137314,0.3841719024014285,2
40.652659,-73.951216,0.24237586111026818,1
40.65279339,-73.94543415,0.9316491828825813,10
40.65312165,-73.94269671,1.0464879627648773,22
40.653152,-73.942558,1.0515838226387095,23
40.65881,-73.9159,0.6201517198093736,15
40.65900255,-73.91167115,0.747443385932734,14
40.659323,-73.916727,0.6566457223166944,18
40.65942447,-73.90998019,0.8630656156062764,13
40.65959247,-73.91213276,0.9191307437354724,25
40.66006,-73.9082,0.6168822453261398,2
40.66011794,-73.91488922,1.1097076379796258,8
40.66063698,-73.91418337,0.6452592058230752,19
40.660761,-73.917153,0.8814088878911615,23
40.66087,-73.91,0.8612462700322779,12
40.661283,-73.911419,0.9240519441787344,23
40.66160842,-73.90971324,0.8105308631832503,11
40.66189,-73.918412,1.264702194495023,20
40.66237707,-73.91577569,1.2792989389559875,25
40.66269,-73.9192,0.8157852424514852,12
40.66275263,-73.90814401,0.04311719088211788,1
40.66276204,-73.90853126,0.5328938590863924,1
40.66290721,-73.91757015,1.1641104137115497,12
40.663009,-73.912041,1.2047195882552966,10
40.66322811,-73.90718546,0.0,0
40.66339,-73.9145,,15
40.66339369,-73.90754378,0.6783870448155962,1
40.66341976,-73.90693836,0.7711495436116602,1
40.66342701,-73.90629547,0.6111053803949631,2
40.66343414,-73.9063642,0.7711495436116602,1
40.66344406,-73.91305346,1.037607981048068,6
40.66367,-73.9159,1.4309345463998497,24
40.66371423,-73.9085336,0.5909506153007399,2
40.66377947,-73.90645925,0.7711495436116602,1
40.6638469,-73.90830763,0.709714728857475,1
40.66399424,-73.90604686,0.48016582501458493,2
40.6640741,-73.90632715,0.8195008225472039,1
40.66416161,-73.91508683,0.9083783368270453,24
40.66430123,-73.91626788,1.286143257026326,23
40.66433447,-73.91123517,0.9645098883195353,4
40.66444202,-73.90643687,0.8195008225472039,1
40.66454637,-73.9056737,0.0,0
40.66515,-73.9184,1.0039141098694895,26
40.6652,-73.913,1.1854002331162987,17
40.66523,-73.9154,0.9546278770131721,23
40.66551,-73.9102,0.7223324484552684,10
40.6655566,-73.91461759,1.0085337768919544,23
40.66565,-73.9126,1.3857283144680035,19
40.66578694,-73.91550002,0.9697618053590913,19
40.665985,-73.911659,1.4026068193172412,8
40.66620508,-73.91691035,1.882184872860581,15
40.6662437,-73.91269654,1.3016265790760924,23
40.66648717,-73.89148494,0.9172540045082093,13
40.666837,-73.890456,0.8758477160697891,9
40.66715104,-73.89453558,1.0461856574570179,14
40.66722786,-73.89668738,0.08978946423627479,1
40.667412,-73.894844,1.0139642455561453,5
40.66762789,-73.896234,0.21705641863046232,2
40.66786334,-73.88993316,0.9416053721422818,20
40.66812999,-73.89314706,1.1333786161801207,7
40.66819894,-73.88817886,1.2949930543553265,22
40.66846653,-73.89593926,1.0658904484293636,9
40.66849402,-73.89390293,1.4343210136366344,25
40.66855623,-73.88826994,1.3785650315305746,18
40.66865332,-73.88963494,0.8888631127624519,14
40.669374,-73.895751,1.0421881038683392,11
40.669412,-73.891384,1.253610643629599,27
40.66968565,-73.89039858,0.8674953152966517,22
40.66976896,-73.89327931,1.2972327225036901,16
40.66982269,-73.89169566,1.3540080338680254,13
40.670224,-73.889149,1.5579171794807938,21
40.67046997,-73.88740215,0.40453635414665845,3
40.67048138,-73.89612353,0.18966486384264866,1
40.67066565,-73.89459381,1.0357190722686183,10
40.67069052,-73.89468136,0.9475024737094088,8
40.67149287,-73.89276601,1.1617283021054685,14
40.67159155,-73.88930114,1.4217376919247235,15
40.67163,-73.897245,0.1373901398968065,1
40.67165609,-73.88802102,1.4554463565319398,1
40.67197888,-73.89470775,0.0,0
40.67200724,-73.89451595,0.05388609660214417,1
40.67207008,-73.89100477,1.1605991305832493,23
40.672347,-73.89800134,0.020055925744221197,1
40.67241223,-73.89282855,1.00444696348,13
40.67268689,-73.89098562,0.8839447872447045,11
40.672717,-73.889872,0.6450444524222244,12
40.6728091,-73.89622692,1.11764696553111,12
40.67344094,-73.89149665,0.9549250252116562,17
40.67382393,-73.89201301,0.9074046897902139,12
40.67618735,-73.98368192,1.288364710412247,7
40.67699145,-73.98416428,1.0680921136581951,15
40.677032,-73.983954,1.0837695655184554,15
40.67746527,-73.98706424,1.0528300823882921,17
40.67821453,-73.98313606,0.34450336548657545,9
40.6782815,-73.99448571,1.4079551217478403,21
40.67837627,-73.99167667,1.2075241368977392,21
40.67895533,-73.98675637,1.0082237704992982,14
40.67914263,-73.99458114,1.5445702124481093,26
40.67981618,-73.98940957,1.1792036711380964,11
40.68020548,-73.99255773,1.360804121694677,23
40.68027678,-73.93096009,1.2884780846010389,22
40.68064585,-73.99680888,1.5991137365004517,18
40.680683,-73.934096,1.1281299800182762,21
40.68076793,-73.92670638,1.1395419855098807,13
40.681228,-73.92562,0.6697313051232182,6
40.68147733,-73.92885769,1.0325706650550333,19
40.68156576,-73.93281464,1.366175827006587,22
40.6819194,-73.99273154,1.656502772855326,24
40.68193154,-73.99713465,1.4655983337104825,20
40.68201737,-73.92596005,1.1609585279920909,12
40.68207336,-73.93181306,1.288455681164798,13
40.682168,-73.995408,1.171198431982366,17
40.682379,-73.931414,1.4534950917803315,18
40.68239493,-73.92887443,1.1695792355282686,17
40.6829293,-73.93396821,1.4482051375644545,22
40.68294007,-73.92734946,1.6605599527663932,25
40.68331068,-73.99897774,1.2817905490466805,20
40.68366901,-73.93405186,1.5462819328282549,24
40.68372843,-73.92913824,1.0157784539964032,16
40.68385526,-73.92589852,1.3037691312600688,14
40.68404929,-73.92979316,1.2271558078074354,20
40.6844671,-73.92943689,1.0590519663661604,15
40.68447722,-73.92702049,1.2956233052893495,19
40.68448113,-73.93350809,1.4430476685530977,23
40.68453947,-73.92554481,1.1317461211051234,21
40.68455584,-73.9254022,1.1771205790116697,22
40.68480269,-73.93069853,1.4551380697231162,22
40.68484459,-73.92638153,1.1912014442911076,20
40.684969,-73.928454,1.200886507817612,19
40.684987,-73.93239159,1.4567999042166357,15
40.68531237,-73.93185675,1.2249837072457541,21
40.685553,-73.926555,0.9649028964326217,14
40.68580145,-73.93254866,1.4969911618329355,22
40.685855,-73.928136,1.2873399686772315,23
40.68589837,-73.93423211,1.6195004597798242,23
40.68601245,-73.92576799,1.1080429699427012,16
40.686047,-73.929807,1.0763071111803968,21
40.68621635,-73.93144348,1.4064750810871183,23
40.68646444,-73.92930223,1.1798976316903125,21
40.69834374,-73.77851731,1.1011214858947738,18
40.69925418,-73.7370388,1.2748487803828514,17
40.69957777,-73.73875976,1.2185052059362822,21
40.69979,-73.737775,1.2982110412354226,20
40.69995304,-73.77750273,0.864834429438595,5
40.700054,-73.738645,1.1880452669373578,19
40.70048818,-73.74431565,1.1998085424805829,17
40.70061715,-73.74036166,0.8613759870743551,20
40.70093724,-73.74212532,1.092155497768975,19
40.701138,-73.740872,1.7571391057242518,20
40.70117592,-73.73744971,1.1404965652446228,23
40.70188054,-73.73678206,1.2510077455151265,32
40.70198422,-73.74015389,1.2873857631672574,27
40.70218909,-73.78282315,1.1824940396708978,14
40.70233319,-73.73815266,1.3065138660273765,17
40.70239284,-73.74283427,1.2304357756234072,19
40.70239672,-73.74404344,1.1788659308045546,23
40.70295,-73.736292,1.1103493582073511,22
40.702985,-73.740519,0.9241680562086114,8
40.70307792,-73.74170923,1.3175680678506112,16
40.70323077,-73.73708463,1.169976843783531,38
40.70325333,-73.7353952,1.278623783942651,26
40.70336,-73.781967,1.396375647495804,36
40.70381935,-73.74527363,1.0728898232805215,8
40.70394894,-73.73805998,1.0655702627333958,17
40.70400162,-73.74101414,1.1983013575092283,21
40.70416796,-73.7396405,,13
40.70457674,-73.73619579,1.0371094547437343,14
40.70475869,-73.73872374,1.1494748469298957,17
40.70479091,-73.74001526,,8
40.70525325,-73.74194888,1.2968066005445562,22
40.70538442,-73.74414496,1.2565454576630006,12
40.70559181,-73.7386539,1.0645431003115349,19
40.70608284,-73.74370211,1.2630966263232244,22
40.70689698,-73.74008317,1.3341560364835496,27
40.707022,-73.738995,0.0,0
40.70745117,-73.74310588,1.3514075792806732,25
40.748326,-73.942779,0.5424666343598186,2
40.78811527,-73.94848207,1.0139410452339968,13
40.78817104,-73.94408406,1.114693246754882,3
40.78856549,-73.94886635,0.7964579758973969,7
40.78885267,-73.94242494,0.989616213666811,10
40.78922236,-73.95185295,0.7868399308400174,1
40.78923018,-73.93890713,0.0,0
40.789267,-73.949254,1.1162989974164528,16
40.78941561,-73.9520216,0.7868399308400174,1
40.78953238,-73.95190123,0.7868399308400174,1
40.78955115,-73.9462964,0.7798962988886484,8
40.789591,-73.943059,1.1372131512208212,12
40.78964784,-73.94794698,1.162915639417412,9
40.78996188,-73.95153411,0.36300543209970215,1
40.7900852,-73.95133135,0.36300543209970215,1
40.79013187,-73.94520116,0.6361911216737686,4
40.79033369,-73.9437275,0.9755362411268271,9
40.79038641,-73.94164677,0.8896168946246542,4
40.79045153,-73.95114586,0.7932705344724726,1
40.79056018,-73.95088065,0.7932705344724726,1
40.79068156,-73.95175509,0.2717576219212017,1
40.79105414,-73.94955497,0.0,0
40.79128901,-73.94687838,1.9120296102238927,14
40.79129403,-73.94945053,0.9472669781440414,1
40.79145039,-73.94637861,1.6360909536133161,15
40.79150559,-73.95079139,1.1492148406065685,1
40.791583,-73.944447,0.07129754081948127,1
40.7916848,-73.95003542,0.8150703094589522,1
40.79175908,-73.94538685,0.8601508762732805,13
40.791828,-73.945538,0.9694709544740676,9
40.79205444,-73.94901652,0.42580962199292227,1
40.79215022,-73.95193172,0.20745324100483695,2
40.792209,-73.94116,1.064831668490384,4
40.79229555,-73.95003517,0.45515442811679097,1
40.79232036,-73.94450968,1.1388357467675885,14
40.79253711,-73.946749,,11
40.79257823,-73.94881401,0.824937010150108,1
40.79284578,-73.94907628,0.6560212207462353,2
40.793019,-73.945806,1.529047296450947,11
40.79305019,-73.94208096,0.050782927789161304,1
40.793111,-73.944431,1.2788793219560655,13
40.79313116,-73.94815082,0.0,0
40.79351968,-73.94935305,0.4871054313423626,1
40.79361203,-73.94171863,1.077138231215006,11
40.79397132,-73.95015387,0.3306101339190012,2
40.7942336,-73.93992758,1.3471329427820247,15
40.79448998,-73.94938095,0.17250727574418034,2
40.79451677,-73.94266988,1.0922995777781555,11
40.79476675,-73.95065556,0.0,0
40.79539776,-73.94792433,0.06871478542139839,1
40.795718,-73.943678,0.8635449096415343,9
40.80166,-73.9498,0.6060221981736055,3
40.80225,-73.9452,0.6091098549372579,5
40.80251,-73.9495,0.22556275913253004,1
40.8025164,-73.95062325,0.9779143418736671,9
40.802567,-73.907808,0.006745308696531045,1
40.80275618,-73.91232934,0.7060389731933199,2
40.80288849,-73.94783592,1.0899937864165334,11
40.803158,-73.907123,0.031587554447054696,1
40.80336,-73.9506,1.0570561572639074,20
40.80356079,-73.95205127,0.14828484030850117,1
40.80356815,-73.94528093,1.1759886008149962,9
40.80359,-73.9456,1.336956137171452,13
40.80362,-73.9476,1.5510280622156594,22
40.8036395,-73.90819807,0.010512628930555573,1
40.80370703,-73.91163496,0.20293560161251115,3
40.803755,-73.9066,0.02984785667740529,1
40.80380817,-73.94975521,1.3313876053581233,24
40.80395907,-73.95232605,0.539836640690198,2
40.80406,-73.9445,0.0,0
40.804564,-73.90993,0.2187222817000286,2
40.80476576,-73.9474961,1.5195058630214695,10
40.80476595,-73.91485539,,3
40.805108,-73.909272,0.09871955403627848,4
40.805151,-73.913301,0.47857836550496824,3
40.80519703,-73.91465038,0.6898580243493899,5
40.80551,-73.9521,0.7726991167409786,7
40.80551,-73.9463,1.3768603317952852,16
40.80554,-73.9473,1.3725989420084161,9
40.80564,-73.9502,1.4146132609836943,17
40.8056854,-73.91430967,0.5948562785614241,6
40.80582351,-73.91492731,0.5527374510228071,4
40.805861,-73.911329,0.18375487377608726,5
40.80616,-73.9504,1.052679226051589,8
40.806174,-73.91574,0.9023849059932728,8
40.80647914,-73.91445816,1.2819241393361023,10
40.80655603,-73.91270435,0.2695875528638813,4
40.806564,-73.911802,0.15620497533456132,5
40.806857,-73.947485,1.5906524311899874,13
40.80686,-73.946,1.3948331821194362,9
40.80701875,-73.95152243,1.3766132002571057,14
40.80707,-73.9495,0.9386949261569277,5
40.80718324,-73.91215335,0.22845912156936515,4
40.80718489,-73.91045732,1.7505226960602154,16
40.807207,-73.951976,1.6750121622570908,22
40.80724,-73.9484,1.7960837535023475,21
40.807309,-73.914454,1.6925819460900502,19
40.80733374,-73.9164825,1.1069007466433947,11
40.80757,-73.947,1.043342125771144,12
40.80758846,-73.9114126,,6
40.80774234,-73.90899931,0.2616410607012932,2
40.80780655,-73.94334609,1.5857374963737334,21
40.80783867,-73.91555694,0.09237454083137689,1
40.807892,-73.908091,0.2059606212757199,2
40.80790198,-73.91086861,0.5899061820288272,4
40.807946,-73.913132,0.5262497821308206,5
40.80802,-73.9483,1.030957982514008,10
40.80803605,-73.94097634,1.4348849051225074,10
40.80806299,-73.91467007,1.1083942519952943,12
40.80808,-73.941164,1.5803317984664844,11
40.80836506,-73.87996875,0.0,0
40.80856,-73.9522,1.1331078739392195,4
40.80860062,-73.94722497,0.11831655049686778,1
40.80899783,-73.91051146,0.29929322434345706,2
40.80901,-73.9462,1.7992221961773052,13
40.809026,-73.913666,1.2628246043597056,11
40.80918,-73.9121,1.445015799106253,12
40.80928641,-73.88407923,0.07031684397368657,2
40.809372,-73.884265,0.06891033151623077,2
40.809398,-73.949563,0.19660397398238044,5
40.809725,-73.90846,0.7242624492363301,11
40.80975021,-73.94995082,0.20421430898675252,6
40.810153,-73.881467,0.09704123553731653,2
40.810156,-73.885856,0.1403648007665883,5
40.810314,-73.884746,0.5487343151570494,5
40.81034487,-73.88595834,0.0937790207252082,3
40.810679,-73.888433,0.3472947521148254,9
40.810716,-73.889251,0.09038752398574051,5
40.810771,-73.885588,0.32178896859641937,5
40.810788,-73.88351,0.13093091610718877,2
40.810802,-73.880494,0.0,0
40.810906,-73.887522,0.64886975247022,5
40.811017,-73.888374,0.4920592877676109,10
40.811101,-73.886623,0.45970493335718404,5
40.811105,-73.882458,0.1714160119194596,2
40.811531,-73.880861,0.0,0
40.81254837,-73.88295044,0.19056378344124678,1
40.812666,-73.886864,0.7629479023630962,12
40.812707,-73.885938,0.6280298944710319,11
40.812988,-73.888895,1.003721251886386,21
40.813164,-73.88111,0.0,0
40.813472,-73.884888,0.21379104000576174,7
40.813931,-73.88961,0.18842832343252913,3
40.813937,-73.889688,0.18842832343252913,3
40.814029,-73.886453,0.2617376718814937,2
40.81409,-73.882629,0.3192224122769171,1
40.81424,-73.88569,0.8341463555524434,3
40.814651,-73.883737,0.13072721086173467,3
40.814838,-73.884918,0.6395558646508047,1
40.814843,-73.886509,0.6112843242297719,4
40.815803,-73.884805,0.5160947268461661,3
40.81587212,-73.88881782,0.6532427544465776,6
40.816578,-73.886142,0.8479523854494471,7
40.816647,-73.889381,0.07081572375892597,1
40.816767,-73.88285,0.30677571212389565,4
40.817062,-73.88585,1.0416626494190129,5
40.84998929,-73.90942985,,5
40.84999,-73.9094,,5
40.85011,-73.9135,0.9973718529401647,7
40.85037,-73.9151,0.17235713810153186,2
40.85046535,-73.90767989,0.4918745886684824,6
40.85064518,-73.90713971,0.7635165569413008,8
40.85116,-73.9122,,4
40.85149,-73.9088,0.1818762815195014,6
40.85173,-73.9144,0.316946984086052,3
40.85193726,-73.91231384,0.7834315114405587,10
40.85195,-73.915416,0.5292507262996898,12
40.85198,-73.9073,0.9231267522112527,12
40.85210688,-73.91225626,0.7770461223181957,11
40.85221,-73.915,0.5486520376515915,15
40.85226,-73.9108,0.5187795601446186,3
40.85245342,-73.90616186,1.0450628087741665,16
40.85262,-73.9133,0.8209862114729893,9
40.85314,-73.9155,0.6186317924687961,17
40.85348,-73.9099,0.66550050973679,9
40.85349,-73.9089,0.7005112578326084,7
40.85377582,-73.91428633,0.3444632031978395,5
40.85383,-73.9105,0.5133968659061056,6
40.85393,-73.9091,0.11655716590375312,4
40.85424,-73.9117,0.5027019964202764,5
40.85444,-73.908,1.1317013615592866,13
40.85452,-73.9134,0.8684850239742603,7
40.85482691,-73.91528535,1.0339376393880624,13
40.85505196,-73.91225084,0.2222273136370682,1
40.85518,-73.915041,0.8693345243153932,16
40.8552,-73.9096,1.2942835655240088,17
40.85536,-73.9108,0.18135945271958584,1
40.85551,-73.9138,0.7996077666327721,14
40.85568,-73.9079,1.0521803498886975,22
40.85589,-73.9109,0.18135945271958584,1
40.85599,-73.9124,0.7001224799801633,5
40.856271,-73.909516,1.2173723860513577,8
40.85633,-73.9085,1.333863104877386,20
40.85640607,-73.91502558,1.135625296477984,13
40.87557124,-73.84761847,0.8039718526588028,22
40.87589255,-73.8489556,0.5125677697330009,9
40.8760246,-73.84470294,1.1196218060144953,19
40.87609289,-73.85199656,0.6564788630634764,5
40.876219,-73.845795,0.8688765942926213,5
40.876405,-73.847207,0.5193548735435727,5
40.87668,-73.850381,0.8265661951973515,10
40.877528,-73.852409,1.0867257737189442,15
40.877732,-73.846874,0.9348153053151455,7
40.878242,-73.850362,0.720412784944845,5
40.87829121,-73.85185006,1.15823090083683,19
40.87839524,-73.85305394,1.1152467829946404,12
40.87865136,-73.84517319,1.1336745244487139,18
40.87907455,-73.84839168,1.103050595936667,18
40.87934108,-73.84974607,1.1553802430988442,13
40.87971469,-73.85064977,1.0197684015248485,16
40.87988469,-73.84484836,0.9367773501711034,9
40.87997771,-73.85199541,1.2968376342651227,12
40.88057511,-73.84841524,1.1151151175565603,10
40.88158,-73.851503,0.8955302100721391,9
40.88159962,-73.84530051,1.0301352170071882,15
40.88173405,-73.84752482,1.1041242715193968,22
40.88189292,-73.8495915,0.8900614702367297,15
40.88245586,-73.85033266,0.8667574194254346,7
40.88245943,-73.84932486,0.9863756650608548,8
40.88248337,-73.84646533,1.4497506404422509,17
40.88276402,-73.85275904,1.0071270322937318,15
40.882796,-73.845596,1.0532714655345077,6
40.88327607,-73.84923617,0.965869721330067,10
40.883292,-73.845751,0.155446184057532,1
40.88348634,-73.84726945,1.646549304554971,13
40.88404151,-73.84654141,0.0,0
40.884616,-73.849168,0.5666116975078801,3
